"id","kode","grand_total","metode_pembayaran_id","metode_pembelian_id","created_at","updated_at"
"863","TRX-u71PtmtU","11000","2","1","2024-10-18 20:38:50","2024-10-18 20:38:50"
"864","TRX-TFsyRtmP","10000","2","1","2024-10-18 22:06:18","2024-10-18 22:06:18"
"865","TRX-9cds6aK4","39000","2","1","2024-10-19 11:17:07","2024-10-19 11:17:07"
"866","TRX-76D09V9C","10000","2","1","2024-10-19 12:20:48","2024-10-19 12:20:48"
"867","TRX-S9GmLdZp","13000","2","1","2024-10-19 13:02:30","2024-10-19 13:02:30"
"868","TRX-zMWt1ZdJ","5000","2","1","2024-10-19 13:04:03","2024-10-19 13:04:03"
"869","TRX-D7I4Zxre","8000","2","1","2024-10-19 13:09:50","2024-10-19 13:09:50"
"870","TRX-UmmlDlVn","8000","2","1","2024-10-19 13:31:20","2024-10-19 13:31:20"
"871","TRX-HTMJeKOX","16000","2","1","2024-10-19 13:37:38","2024-10-19 13:37:38"
"872","TRX-IX0NX7HW","20000","2","1","2024-10-19 13:48:20","2024-10-19 13:48:20"
"873","TRX-TIPk6YPZ","10000","2","1","2024-10-19 13:54:31","2024-10-19 13:54:31"
"874","TRX-hLvWBlPc","5000","2","1","2024-10-19 14:00:54","2024-10-19 14:00:54"
"875","TRX-Hurrtiir","5000","2","1","2024-10-19 14:04:44","2024-10-19 14:04:44"
"876","TRX-1yR58KLX","8000","2","1","2024-10-19 14:49:22","2024-10-19 14:49:22"
"877","TRX-HPNEnuPO","6000","2","1","2024-10-19 14:56:03","2024-10-19 14:56:03"
"878","TRX-gjkpjqzD","10000","2","1","2024-10-19 15:03:11","2024-10-19 15:03:11"
"879","TRX-DBq5pUKL","5000","2","1","2024-10-19 15:08:03","2024-10-19 15:08:03"
"880","TRX-ZGYUggcp","20000","2","1","2024-10-19 15:39:32","2024-10-19 15:39:32"
"881","TRX-aa2wKCop","24000","2","1","2024-10-19 16:13:03","2024-10-19 16:13:03"
"882","TRX-ny6u1Q90","11000","2","1","2024-10-19 16:53:06","2024-10-19 16:53:06"
"883","TRX-EbBd65UJ","5000","2","1","2024-10-19 17:16:44","2024-10-19 17:16:44"
"884","TRX-Pb3rCMT6","10000","2","1","2024-10-19 17:37:19","2024-10-19 17:37:19"
"885","TRX-A8ZSpL6w","10000","2","1","2024-10-21 12:17:25","2024-10-21 12:17:25"
"886","TRX-FNlEjKOZ","16000","2","1","2024-10-21 12:59:13","2024-10-21 12:59:13"
"887","TRX-0RKxg2s8","18000","2","1","2024-10-21 13:14:43","2024-10-21 13:14:43"
"888","TRX-bXL6zzUk","8000","2","1","2024-10-21 14:28:53","2024-10-21 14:28:53"
"889","TRX-shut39dz","13000","2","1","2024-10-21 14:41:37","2024-10-21 14:41:37"
"890","TRX-o2ikK7ga","18000","2","1","2024-10-21 14:53:25","2024-10-21 14:53:25"
"891","TRX-XQxvXW1C","13000","2","1","2024-10-21 15:02:17","2024-10-21 15:02:17"
"892","TRX-asjQTkhW","10000","2","1","2024-10-21 15:08:37","2024-10-21 15:08:37"
"893","TRX-4zsixCuC","12000","2","1","2024-10-21 15:46:49","2024-10-21 15:46:49"
"894","TRX-fCN4Ny0L","13000","2","1","2024-10-21 16:09:09","2024-10-21 16:09:09"
"895","TRX-bIHWBnOD","5000","2","1","2024-10-21 17:06:11","2024-10-21 17:06:11"
"896","TRX-wZl4rl0e","35000","2","1","2024-10-21 17:16:07","2024-10-21 17:16:07"
"897","TRX-eMKkiuIu","11000","1","1","2024-10-21 19:06:50","2024-10-21 19:06:50"
"898","TRX-4lXCR6J0","8000","2","1","2024-10-21 19:18:48","2024-10-21 19:18:48"
"899","TRX-se5OTRCz","6000","1","1","2024-10-21 19:20:21","2024-10-21 19:20:22"
"900","TRX-afEo1p72","10000","2","1","2024-10-21 20:01:01","2024-10-21 20:01:01"
"901","TRX-TGtSI9le","21000","1","1","2024-10-21 20:01:10","2024-10-21 20:01:10"
"902","TRX-4TqnXWNX","5000","2","1","2024-10-21 20:15:54","2024-10-21 20:15:54"
"903","TRX-7uEwewg1","5000","2","1","2024-10-21 21:17:52","2024-10-21 21:17:52"
"904","TRX-iDB3VhWR","10000","2","1","2024-10-21 21:58:37","2024-10-21 21:58:37"
"905","TRX-P603oY7G","10000","2","1","2024-10-22 11:18:40","2024-10-22 11:18:40"
"906","TRX-HKg334c1","10000","2","1","2024-10-22 11:30:00","2024-10-22 11:30:00"
"907","TRX-LS3dUQif","16000","2","1","2024-10-22 11:37:48","2024-10-22 11:37:48"
"908","TRX-gX36WmOq","8000","2","1","2024-10-22 13:09:05","2024-10-22 13:09:05"
"909","TRX-mkZj6IL6","16000","2","1","2024-10-22 13:21:44","2024-10-22 13:21:44"
"910","TRX-UYTjQUUg","5000","2","1","2024-10-22 13:52:57","2024-10-22 13:52:57"
"911","TRX-IGytiJgI","5000","2","1","2024-10-22 14:10:02","2024-10-22 14:10:02"
"912","TRX-OLOoVXvN","5000","2","1","2024-10-22 14:45:33","2024-10-22 14:45:33"
"913","TRX-UXsxCBML","20000","1","1","2024-10-22 15:10:50","2024-10-22 15:10:50"
"914","TRX-KlbESJNy","5000","2","1","2024-10-22 15:45:52","2024-10-22 15:45:52"
"915","TRX-L3OinsfQ","5000","2","1","2024-10-22 16:14:01","2024-10-22 16:14:01"
"916","TRX-G5S7NWRz","15000","2","1","2024-10-22 16:19:42","2024-10-22 16:19:42"
"917","TRX-WIZWBt8U","12000","2","1","2024-10-22 16:51:27","2024-10-22 16:51:27"
"918","TRX-4kqImbfB","8000","2","1","2024-10-22 17:02:58","2024-10-22 17:02:58"
"919","TRX-C8MLeaIY","26000","2","1","2024-10-22 20:37:24","2024-10-22 20:37:24"
"920","TRX-5NHv0mVg","10000","2","1","2024-10-22 20:37:32","2024-10-22 20:37:32"
"921","TRX-u8EYvPxf","13000","2","1","2024-10-22 20:37:38","2024-10-22 20:37:38"
"922","TRX-16dT6AvO","16000","2","1","2024-10-22 21:21:19","2024-10-22 21:21:19"
"923","TRX-TKBpAtxW","10000","2","1","2024-10-22 21:21:27","2024-10-22 21:21:27"
"924","TRX-Utt1FTK0","10000","2","1","2024-10-22 21:48:05","2024-10-22 21:48:05"
"925","TRX-bANZN4x5","6000","2","1","2024-10-23 10:38:55","2024-10-23 10:38:55"
"926","TRX-Ljp5qOHC","8000","1","1","2024-10-23 10:49:15","2024-10-23 10:49:15"
"927","TRX-Fv3Fcwno","10000","2","1","2024-10-23 11:33:52","2024-10-23 11:33:52"
"928","TRX-hy38M1Dm","10000","1","1","2024-10-23 11:58:17","2024-10-23 11:58:17"
"929","TRX-VCbTXQZ7","5000","2","1","2024-10-23 11:58:21","2024-10-23 11:58:21"
"930","TRX-RronGgdQ","8000","2","1","2024-10-23 12:40:10","2024-10-23 12:40:10"
"931","TRX-5Kkqi1Ad","10000","2","1","2024-10-23 13:07:24","2024-10-23 13:07:24"
"932","TRX-GQTj0kjt","20000","2","1","2024-10-23 13:21:44","2024-10-23 13:21:44"
"933","TRX-tHrLPG55","5000","2","1","2024-10-23 13:36:31","2024-10-23 13:36:31"
"934","TRX-J6wnaqtN","5000","1","1","2024-10-23 13:41:52","2024-10-23 13:41:52"
"935","TRX-cgMRhBcu","5000","2","1","2024-10-23 13:41:56","2024-10-23 13:41:56"
"936","TRX-NiKtTciT","5000","2","1","2024-10-23 14:01:43","2024-10-23 14:01:43"
"937","TRX-8rbaHLCS","21000","2","1","2024-10-23 14:22:52","2024-10-23 14:22:52"
"938","TRX-ns4nuOVI","10000","2","1","2024-10-23 14:42:21","2024-10-23 14:42:21"
"939","TRX-fHq3ed5r","12000","2","1","2024-10-23 15:06:30","2024-10-23 15:06:30"
"940","TRX-qn8QSxAm","8000","2","1","2024-10-23 15:20:39","2024-10-23 15:20:39"
"941","TRX-q3O2Tu1D","10000","2","1","2024-10-23 15:31:58","2024-10-23 15:31:58"
"942","TRX-fIF0kiRg","11000","2","1","2024-10-23 16:00:23","2024-10-23 16:00:23"
"943","TRX-11Ga64zF","16000","1","1","2024-10-23 16:05:46","2024-10-23 16:05:46"
"944","TRX-uKkPLcFu","5000","1","1","2024-10-23 16:11:14","2024-10-23 16:11:14"
"945","TRX-yBseLmxN","5000","2","1","2024-10-23 16:23:53","2024-10-23 16:23:53"
"946","TRX-9swBhYaE","10000","2","1","2024-10-23 16:57:42","2024-10-23 16:57:42"
"947","TRX-O7OHkyuc","5000","1","1","2024-10-23 17:32:11","2024-10-23 17:32:11"
"948","TRX-WWqBY7on","18000","1","1","2024-10-23 19:05:44","2024-10-23 19:05:44"
"949","TRX-IGSx4nr5","8000","2","1","2024-10-23 19:11:43","2024-10-23 19:11:43"
"950","TRX-Dfn2NSse","10000","2","1","2024-10-23 21:13:16","2024-10-23 21:13:16"
"951","TRX-6Ucn2oAh","5000","1","1","2024-10-23 21:13:20","2024-10-23 21:13:20"
"952","TRX-LYXn2XeR","13000","1","1","2024-10-23 21:13:32","2024-10-23 21:13:32"
"953","TRX-h7eR3xgi","10000","2","1","2024-10-23 21:21:48","2024-10-23 21:21:48"
"954","TRX-NPaBS5u4","5000","3","3","2024-10-23 21:21:52","2024-10-23 21:21:52"
"955","TRX-U5qtxfDt","22000","2","1","2024-10-23 23:54:28","2024-10-23 23:54:28"
"956","TRX-RiMPTgXd","10000","2","1","2024-10-24 11:11:37","2024-10-24 11:11:37"
"957","TRX-guPl6CAA","8000","1","1","2024-10-24 11:11:44","2024-10-24 11:11:44"
"958","TRX-rqH3KHVT","5000","2","1","2024-10-24 11:26:15","2024-10-24 11:26:15"
"959","TRX-TVqnmpLI","5000","2","1","2024-10-24 11:55:21","2024-10-24 11:55:21"
"960","TRX-vkbjitNf","14000","2","1","2024-10-24 12:16:13","2024-10-24 12:16:13"
"961","TRX-nlu21PSy","5000","2","1","2024-10-24 12:48:04","2024-10-24 12:48:04"
"962","TRX-lDTSS9Zw","17000","2","1","2024-10-24 13:17:34","2024-10-24 13:17:34"
"963","TRX-vch7ItWQ","5000","2","1","2024-10-24 13:40:15","2024-10-24 13:40:15"
"964","TRX-8h0z8AFm","5000","1","1","2024-10-24 13:55:32","2024-10-24 13:55:32"
"965","TRX-jsxc9FY6","10000","2","1","2024-10-24 13:59:54","2024-10-24 13:59:54"
"966","TRX-A5rZ10TK","6000","2","1","2024-10-24 14:35:57","2024-10-24 14:35:57"
"967","TRX-FW1jiDuT","8000","2","1","2024-10-24 15:25:57","2024-10-24 15:25:57"
"968","TRX-ngshNv8c","8000","2","1","2024-10-24 15:30:37","2024-10-24 15:30:37"
"969","TRX-kckoX24K","5000","1","1","2024-10-24 15:32:51","2024-10-24 15:32:51"
"970","TRX-1vVvAdLu","5000","2","1","2024-10-24 15:37:44","2024-10-24 15:37:44"
"971","TRX-jwfPbt8M","20000","2","1","2024-10-24 16:00:39","2024-10-24 16:00:39"
"972","TRX-HQ4meoL8","10000","2","1","2024-10-24 16:08:38","2024-10-24 16:08:38"
"973","TRX-lCOAQqnh","12000","2","1","2024-10-24 19:38:28","2024-10-24 19:38:28"
"974","TRX-QYvP0peW","10000","2","1","2024-10-24 19:38:38","2024-10-24 19:39:10"
"975","TRX-DiQjbmIS","12000","2","1","2024-10-24 19:38:49","2024-10-24 19:38:49"
"976","TRX-zrsHhQEc","6000","2","1","2024-10-24 20:23:17","2024-10-24 20:23:17"
"977","TRX-Wl6uvBJq","5000","2","1","2024-10-24 21:40:00","2024-10-24 21:40:00"
"978","TRX-Hf3xLKra","10000","1","1","2024-10-24 21:40:06","2024-10-24 21:40:06"
"979","TRX-eQIxMCrA","10000","2","1","2024-10-25 10:56:24","2024-10-25 10:56:24"
"980","TRX-uHVFbxo8","5000","2","1","2024-10-25 11:47:01","2024-10-25 11:47:01"
"981","TRX-vxNedfXs","15000","2","1","2024-10-25 12:01:50","2024-10-25 12:01:50"
"982","TRX-D33vzizC","5000","1","3","2024-10-25 12:05:32","2024-10-25 12:05:32"
"983","TRX-1ljhH68J","5000","2","1","2024-10-25 12:24:07","2024-10-25 12:24:07"
"984","TRX-xafz33E5","16000","2","1","2024-10-25 12:57:11","2024-10-25 12:57:11"
"985","TRX-2oIKraNg","20000","2","1","2024-10-25 13:52:12","2024-10-25 13:52:12"
"986","TRX-Seg3MdeX","5000","2","1","2024-10-25 14:07:36","2024-10-25 14:07:36"
"987","TRX-SzXF8OOb","12000","2","1","2024-10-25 14:13:35","2024-10-25 14:13:35"
"988","TRX-Kx2eDUUw","30000","2","1","2024-10-25 14:40:28","2024-10-25 14:40:28"
"989","TRX-PNCORttg","8000","2","1","2024-10-25 15:10:03","2024-10-25 15:10:03"
"990","TRX-zwkWUetY","10000","2","1","2024-10-25 15:32:22","2024-10-25 15:32:22"
"991","TRX-ua2nbXw4","16000","1","1","2024-10-25 16:29:21","2024-10-25 16:29:21"
"992","TRX-eqcOScRj","5000","2","1","2024-10-25 17:42:00","2024-10-25 17:42:00"
"993","TRX-xXVotZ5v","15000","2","1","2024-10-25 18:55:55","2024-10-25 18:55:55"
"994","TRX-3PqXxlV3","6000","2","1","2024-10-25 19:18:04","2024-10-25 19:18:04"
"995","TRX-jy1pk26w","5000","2","1","2024-10-25 19:22:19","2024-10-25 19:22:19"
"996","TRX-u47yLc0W","18000","2","1","2024-10-25 19:35:25","2024-10-25 19:35:25"
"997","TRX-MsQ9rmUC","16000","2","1","2024-10-25 19:45:13","2024-10-25 19:45:13"
"998","TRX-aUVgDnlU","10000","2","1","2024-10-25 20:34:07","2024-10-25 20:34:07"
"999","TRX-9F1hB8aL","8000","3","3","2024-10-25 20:34:33","2024-10-25 20:34:33"
"1000","TRX-nhKloY2k","13000","2","1","2024-10-25 20:56:30","2024-10-25 20:56:30"
"1001","TRX-JaNua1N0","6000","2","1","2024-10-26 11:22:39","2024-10-26 11:22:39"
"1002","TRX-mg1mEACD","10000","2","1","2024-10-26 11:31:55","2024-10-26 11:31:55"
"1003","TRX-ri04VjiE","14000","2","1","2024-10-26 11:32:03","2024-10-26 11:32:03"
"1004","TRX-sFUQcszJ","5000","1","1","2024-10-26 11:39:42","2024-10-26 11:39:42"
"1005","TRX-1jpiGkkL","10000","2","1","2024-10-26 12:11:43","2024-10-26 12:11:43"
"1006","TRX-juUfGTOw","2000","2","1","2024-10-26 12:15:26","2024-10-26 12:15:26"
"1007","TRX-R58wn6hh","20000","2","1","2024-10-26 12:54:56","2024-10-26 12:54:56"
"1008","TRX-062BsKbO","10000","2","1","2024-10-26 13:14:04","2024-10-26 13:14:04"
"1009","TRX-LMviWIiJ","10000","2","1","2024-10-26 13:22:00","2024-10-26 13:22:00"
"1010","TRX-5kzE6BzU","6000","2","1","2024-10-26 13:57:35","2024-10-26 13:57:35"
"1011","TRX-TbilFIyg","13000","2","1","2024-10-26 14:02:53","2024-10-26 14:02:53"
"1012","TRX-QccdUi9a","5000","2","1","2024-10-26 14:13:41","2024-10-26 14:13:41"
"1013","TRX-LkGK34R8","15000","2","1","2024-10-26 14:39:19","2024-10-26 14:39:19"
"1014","TRX-o9zmzEcc","8000","2","1","2024-10-26 14:47:14","2024-10-26 14:47:14"
"1015","TRX-CfbgQQsl","13000","2","1","2024-10-26 15:10:25","2024-10-26 15:10:25"
"1016","TRX-1xpULUGR","10000","2","1","2024-10-26 15:17:32","2024-10-26 15:17:32"
"1017","TRX-pKH6SbTb","13000","2","1","2024-10-26 15:21:21","2024-10-26 15:21:21"
"1019","TRX-hETVIRvC","10000","1","1","2024-10-26 15:25:37","2024-10-26 15:25:37"
"1020","TRX-IgBGuSLq","36000","2","1","2024-10-26 15:50:01","2024-10-26 15:50:01"
"1021","TRX-mAOWR17f","50000","2","1","2024-10-26 15:59:56","2024-10-26 15:59:56"
"1022","TRX-Nvx8mxZd","11000","2","1","2024-10-26 16:06:48","2024-10-26 16:06:48"
"1023","TRX-z7rWOuZP","25000","2","1","2024-10-26 16:39:14","2024-10-26 16:39:14"
"1024","TRX-zdaRyFLA","5000","2","1","2024-10-26 16:48:00","2024-10-26 16:48:00"
"1025","TRX-RfAnHFFD","10000","2","1","2024-10-26 16:59:01","2024-10-26 16:59:01"
"1026","TRX-lHI2JAjG","10000","1","1","2024-10-26 17:08:12","2024-10-26 17:08:12"
"1027","TRX-xURJBfzU","17000","2","1","2024-10-26 17:27:56","2024-10-26 17:27:56"
"1028","TRX-nUsj8Zjf","12000","2","1","2024-10-26 17:33:37","2024-10-26 17:33:37"
"1029","TRX-rLk3dQDS","11000","2","1","2024-10-26 17:44:56","2024-10-26 17:44:56"
"1031","TRX-F1uFzpl4","8000","1","1","2024-10-26 17:50:52","2024-10-26 17:50:52"
"1032","TRX-VyS4wNfX","5000","2","1","2024-10-27 13:26:28","2024-10-27 13:26:28"
"1033","TRX-iaE9LagC","14000","2","1","2024-10-27 13:50:55","2024-10-27 13:50:55"
"1034","TRX-YbFCrt0P","2000","2","1","2024-10-27 13:51:42","2024-10-27 13:51:42"
"1035","TRX-L4DRNdUG","5000","2","1","2024-10-27 14:10:04","2024-10-27 14:10:04"
"1036","TRX-MByvyHv2","23000","2","1","2024-10-27 15:38:34","2024-10-27 15:38:34"
"1037","TRX-z19AOxYe","5000","2","1","2024-10-27 16:37:38","2024-10-27 16:37:38"
"1038","TRX-u0LDg0F9","10000","2","1","2024-10-27 16:55:01","2024-10-27 16:55:01"
"1039","TRX-M1DvfmIc","10000","1","1","2024-10-27 16:55:06","2024-10-27 16:55:06"
"1040","TRX-0Mosy4jO","15000","2","1","2024-10-27 17:08:43","2024-10-27 17:08:43"
"1041","TRX-nMZvdSJV","10000","2","1","2024-10-27 17:22:52","2024-10-27 17:22:52"
"1042","TRX-1xnGR6K1","5000","2","1","2024-10-27 17:28:38","2024-10-27 17:28:38"
"1043","TRX-zM4LmasS","16000","2","1","2024-10-27 17:36:19","2024-10-27 17:36:19"
"1044","TRX-mXSnBBKP","10000","2","1","2024-10-27 18:22:12","2024-10-27 18:22:12"
"1045","TRX-UV02XHw3","10000","2","1","2024-10-27 18:22:15","2024-10-27 18:22:15"
"1046","TRX-JJV9mxfg","12000","1","1","2024-10-27 18:34:15","2024-10-27 18:34:15"
"1047","TRX-aYNlmmps","16000","2","1","2024-10-27 18:57:27","2024-10-27 18:57:27"
"1048","TRX-EHfExw5T","10000","2","1","2024-10-27 18:58:03","2024-10-27 18:58:03"
"1049","TRX-rvdeGbDt","26000","2","1","2024-10-27 19:18:08","2024-10-27 19:18:08"
"1050","TRX-W9ZeerPA","26000","2","1","2024-10-28 10:32:32","2024-10-28 10:32:32"
"1051","TRX-PMVwCH6e","5000","2","1","2024-10-28 11:29:07","2024-10-28 11:29:07"
"1052","TRX-0Daz7q7V","5000","2","1","2024-10-28 11:48:28","2024-10-28 11:48:28"
"1053","TRX-3UTP98pS","10000","2","1","2024-10-28 11:53:10","2024-10-28 11:53:10"
"1054","TRX-07qpF666","5000","2","1","2024-10-28 12:10:06","2024-10-28 12:10:06"
"1055","TRX-Ggo7083s","11000","2","1","2024-10-28 12:22:46","2024-10-28 12:22:46"
"1056","TRX-YIcqukXk","9000","2","1","2024-10-28 12:48:45","2024-10-28 12:48:45"
"1057","TRX-sSJLeFkM","16000","1","5","2024-10-28 12:54:24","2024-10-28 12:54:24"
"1058","TRX-4KFwk0n5","5000","2","1","2024-10-28 13:21:54","2024-10-28 13:21:54"
"1059","TRX-9GBFDuLN","5000","1","1","2024-10-28 13:47:32","2024-10-28 13:47:32"
"1060","TRX-VpnusA5Z","10000","2","1","2024-10-28 13:53:14","2024-10-28 13:53:14"
"1061","TRX-87Ad0WwM","10000","1","1","2024-10-28 14:09:35","2024-10-28 14:09:35"
"1062","TRX-TwykKpYC","2000","2","1","2024-10-28 14:22:22","2024-10-28 14:22:22"
"1063","TRX-oxFBinn0","18000","2","1","2024-10-28 14:39:29","2024-10-28 14:39:29"
"1064","TRX-aVYYmlnd","5000","2","1","2024-10-28 14:50:43","2024-10-28 14:50:43"
"1065","TRX-wfeapOqB","16000","2","1","2024-10-28 16:35:05","2024-10-28 16:35:05"
"1066","TRX-AfD3ifV0","5000","2","1","2024-10-28 17:04:27","2024-10-28 17:04:27"
"1067","TRX-8dV3sZ8U","8000","2","1","2024-10-28 17:09:53","2024-10-28 17:09:53"
"1068","TRX-u52j9z6l","16000","2","1","2024-10-28 18:52:54","2024-10-28 18:52:54"
"1069","TRX-wQN7mpWD","8000","3","3","2024-10-28 19:05:00","2024-10-28 19:05:00"
"1070","TRX-KaIkYe6O","10000","2","1","2024-10-28 19:10:18","2024-10-28 19:10:18"
"1071","TRX-eZzUudL5","8000","2","1","2024-10-28 19:10:43","2024-10-28 19:10:43"
"1072","TRX-Ab3mGfou","10000","2","1","2024-10-28 19:42:50","2024-10-28 19:42:50"
"1073","TRX-Am9SFAZw","5000","2","1","2024-10-28 20:20:35","2024-10-28 20:20:35"
"1074","TRX-u8rlk4ba","5000","2","1","2024-10-28 20:48:24","2024-10-28 20:48:24"
"1075","TRX-xX2UkJ5B","5000","1","1","2024-10-28 20:48:29","2024-10-28 20:48:29"
"1076","TRX-xM7Eb8Dc","5000","2","1","2024-10-28 21:22:09","2024-10-28 21:22:09"
"1077","TRX-eyFvrrjB","13000","2","1","2024-10-28 21:25:50","2024-10-28 21:25:50"
"1078","TRX-nl2G95Rt","10000","2","1","2024-10-28 21:41:03","2024-10-28 21:41:03"
"1079","TRX-GrMLmZFE","5000","2","1","2024-10-28 21:41:07","2024-10-28 21:41:07"
"1080","TRX-2DPdoUtv","10000","2","1","2024-10-28 21:41:10","2024-10-28 21:41:10"
"1081","TRX-WIZu9P4t","10000","2","1","2024-10-29 11:49:16","2024-10-29 11:49:16"
"1082","TRX-6ksPieOi","5000","2","1","2024-10-29 12:00:11","2024-10-29 12:00:11"
"1083","TRX-fDz7LXoD","5000","1","1","2024-10-29 12:35:39","2024-10-29 12:35:39"
"1084","TRX-KQF8STTD","2000","2","1","2024-10-29 12:35:45","2024-10-29 12:35:45"
"1085","TRX-55f30cM0","10000","2","1","2024-10-29 12:42:39","2024-10-29 12:42:39"
"1086","TRX-rEq0CRD9","16000","2","1","2024-10-29 12:54:46","2024-10-29 12:54:46"
"1087","TRX-SDT6sADy","5000","2","1","2024-10-29 13:01:32","2024-10-29 13:01:32"
"1088","TRX-MezuyOtn","10000","2","1","2024-10-29 13:24:38","2024-10-29 13:24:38"
"1089","TRX-ULKtR7cR","16000","2","1","2024-10-29 13:32:44","2024-10-29 13:32:44"
"1090","TRX-IypQY1lY","4000","2","1","2024-10-29 14:10:54","2024-10-29 14:10:54"
"1091","TRX-VxbncdW1","12000","2","1","2024-10-29 14:11:01","2024-10-29 14:11:01"
"1092","TRX-x46Nlslc","10000","1","1","2024-10-29 14:45:26","2024-10-29 14:45:26"
"1093","TRX-b8aflPy1","8000","1","1","2024-10-29 14:51:07","2024-10-29 14:51:07"
"1094","TRX-RFZvKOzb","10000","2","1","2024-10-29 15:03:40","2024-10-29 15:03:40"
"1095","TRX-TYdf48cO","8000","2","1","2024-10-29 16:13:40","2024-10-29 16:13:40"
"1096","TRX-vClCZRu6","5000","2","1","2024-10-29 16:39:20","2024-10-29 16:39:20"
"1097","TRX-CJNVxLLy","10000","2","1","2024-10-29 16:42:41","2024-10-29 16:42:41"
"1098","TRX-8iJAUfgq","5000","2","1","2024-10-29 21:19:00","2024-10-29 21:19:00"
"1099","TRX-dcIjKmd7","10000","1","1","2024-10-29 21:19:06","2024-10-29 21:19:06"
"1100","TRX-2PkZdLOR","10000","2","1","2024-10-29 21:19:13","2024-10-29 21:19:13"
"1101","TRX-n4jeoU0T","11000","2","1","2024-10-29 21:19:17","2024-10-29 21:19:17"
"1102","TRX-Q6ROgZid","8000","2","1","2024-10-29 21:19:22","2024-10-29 21:19:22"
"1103","TRX-Wea3gvP7","5000","2","1","2024-10-29 21:19:26","2024-10-29 21:19:26"
"1104","TRX-RVws4oF6","8000","1","1","2024-10-29 21:34:02","2024-10-29 21:34:02"
"1105","TRX-pqAsi4sF","6000","2","1","2024-10-29 21:34:08","2024-10-29 21:34:08"
"1106","TRX-p9wJO38o","10000","2","1","2024-10-29 21:49:47","2024-10-29 21:49:47"
"1107","TRX-QfsE0izV","10000","2","1","2024-10-29 21:57:46","2024-10-29 21:57:46"
"1108","TRX-Q5ffEMJ9","5000","2","1","2024-10-30 09:16:37","2024-10-30 09:16:37"
"1109","TRX-FVAVJeWI","6000","2","1","2024-10-30 09:25:56","2024-10-30 09:25:56"
"1110","TRX-CGmZxEMx","13000","2","1","2024-10-30 10:38:55","2024-10-30 10:38:55"
"1111","TRX-lx3aLLU3","5000","2","1","2024-10-30 10:44:35","2024-10-30 10:44:35"
"1112","TRX-0n181yAT","5000","2","1","2024-10-30 11:16:58","2024-10-30 11:16:58"
"1113","TRX-vyuFy3DF","2000","2","1","2024-10-30 11:23:14","2024-10-30 11:23:14"
"1114","TRX-iTm5KgUw","14000","2","1","2024-10-30 11:31:05","2024-10-30 11:31:05"
"1115","TRX-nvS81deq","5000","2","1","2024-10-30 11:38:18","2024-10-30 11:38:18"
"1116","TRX-2GjgYBBj","6000","2","1","2024-10-30 11:41:11","2024-10-30 11:41:11"
"1117","TRX-RgavPS4b","5000","2","1","2024-10-30 11:46:42","2024-10-30 11:46:42"
"1118","TRX-JggxS1Oj","5000","2","1","2024-10-30 11:51:21","2024-10-30 11:51:21"
"1119","TRX-OWZ8GAFW","10000","2","1","2024-10-30 12:20:51","2024-10-30 12:20:51"
"1120","TRX-FOdUe1Xx","10000","2","1","2024-10-30 12:27:27","2024-10-30 12:27:27"
"1121","TRX-poiaqCiR","5000","2","1","2024-10-30 13:24:20","2024-10-30 13:24:20"
"1122","TRX-kltqZDCf","5000","2","1","2024-10-30 13:24:23","2024-10-30 13:24:23"
"1123","TRX-JzSEGgOP","10000","2","1","2024-10-30 14:18:06","2024-10-30 14:18:06"
"1124","TRX-E3YCAW6p","13000","2","1","2024-10-30 14:25:38","2024-10-30 14:25:38"
"1125","TRX-tIcJnBK7","8000","1","1","2024-10-30 14:25:42","2024-10-30 14:25:42"
"1126","TRX-MbdKPBUB","16000","2","1","2024-10-30 14:47:03","2024-10-30 14:47:03"
"1127","TRX-SIL0KUkj","5000","2","1","2024-10-30 16:19:03","2024-10-30 16:19:03"
"1128","TRX-efyS2dGt","5000","2","1","2024-10-30 16:36:27","2024-10-30 16:36:27"
"1129","TRX-5Tz4Lrst","5000","2","1","2024-10-30 17:42:34","2024-10-30 17:42:34"
"1130","TRX-uvsUQ6sd","8000","1","1","2024-10-30 17:42:41","2024-10-30 17:42:41"
"1131","TRX-vTItZJal","10000","2","1","2024-10-30 17:59:43","2024-10-30 17:59:43"
"1132","TRX-yeceusFd","5000","2","1","2024-10-30 18:04:52","2024-10-30 18:04:52"
"1133","TRX-hznGjs5v","16000","1","1","2024-10-30 18:27:31","2024-10-30 18:27:31"
"1134","TRX-4iyQcMqj","5000","2","1","2024-10-30 18:34:04","2024-10-30 18:34:04"
"1135","TRX-9i2PX0lE","8000","2","1","2024-10-30 18:51:03","2024-10-30 18:51:03"
"1136","TRX-2gjcil6x","5000","2","1","2024-10-30 18:52:41","2024-10-30 18:52:41"
"1137","TRX-by0LEDPr","10000","2","1","2024-10-30 19:12:25","2024-10-30 19:12:25"
"1138","TRX-vo27qFxG","10000","2","1","2024-10-30 19:40:57","2024-10-30 19:40:57"
"1139","TRX-b1Oa78Rj","5000","2","1","2024-10-30 19:48:10","2024-10-30 19:48:10"
"1140","TRX-w3cwOWZZ","8000","1","3","2024-10-30 19:57:45","2024-10-30 19:57:45"
"1141","TRX-WQqoaCmc","5000","2","1","2024-10-30 19:57:56","2024-10-30 19:57:56"
"1142","TRX-QvZsaDu2","8000","1","3","2024-10-30 20:03:00","2024-10-30 20:03:00"
